country,year,health,family,economy,freedom,generosity,corruption,dystopia,score
Argentina,2016,0.69711,1.06612,1.15137,0.42284,0.10989,0.07296,3.12985,6.65
Czech Republic,2016,0.76376,1.00793,1.30915,0.41418,0.09929,0.03986,2.96211,6.596
United Arab Emirates,2016,0.72993,0.87114,1.57352,0.56215,0.26591,0.35561,2.21507,6.573
Uruguay,2016,0.72183,1.03143,1.18157,0.54388,0.18056,0.21394,2.67139,6.545
Malta,2016,0.80315,1.09879,1.30782,0.54994,0.56237,0.17554,1.99032,6.488
Colombia,2016,0.59659,1.02169,1.03032,0.44735,0.15626,0.05399,3.17471,6.481
France,2016,0.83795,1.00508,1.39488,0.46562,0.1216,0.17808,2.4744,6.478
Thailand,2016,0.64915,1.04477,1.0893,0.49553,0.58696,0.02833,2.5796,6.474
Saudi Arabia,2016,0.59267,0.84829,1.48953,0.37904,0.15457,0.30008,2.61482,6.379
Taiwan,2016,0.79565,0.92624,1.39729,0.32377,0.25495,0.0663,2.61523,6.379
Qatar,2016,0.71723,0.87964,1.82427,0.56679,0.32388,0.48049,1.58224,6.375
Spain,2016,0.87896,1.12945,1.34253,0.37545,0.17665,0.06137,2.39663,6.361
Algeria,2016,0.61804,0.83309,1.05266,0.21006,0.07044,0.16157,3.40904,6.355
Guatemala,2016,0.54039,0.87119,0.83454,0.50379,0.28808,0.08701,3.19863,6.324
Suriname,2016,0.50933,0.77866,1.09686,0.52234,0.16665,0.12692,3.06852,6.269
Kuwait,2016,0.63569,0.87758,1.61714,0.43166,0.15965,0.23669,2.28085,6.239
Bahrain,2016,0.65696,0.94397,1.44024,0.47375,0.17147,0.25772,2.27405,6.218
Trinidad and Tobago,2016,0.52608,0.98569,1.32572,0.48453,0.31935,0.01241,2.51394,6.168
Venezuela,2016,0.61904,1.03302,1.13367,0.19847,0.0425,0.08304,2.97468,6.084
Slovakia,2016,0.70367,1.08268,1.27973,0.23391,0.13837,0.02947,2.61065,6.078
El Salvador,2016,0.596,0.80975,0.8737,0.37269,0.08877,0.10613,3.22134,6.068
Malaysia,2016,0.62366,0.88025,1.25142,0.39031,0.41474,0.09081,2.35384,6.005
Nicaragua,2016,0.65213,0.89521,0.69384,0.46582,0.29773,0.16292,2.82428,5.992
Uzbekistan,2016,0.50163,1.1681,0.73591,0.60848,0.34326,0.28333,2.34638,5.987
Italy,2016,0.85102,1.04167,1.35495,0.18827,0.16684,0.02556,2.34918,5.977
Ecuador,2016,0.68613,0.85974,0.97306,0.4027,0.10074,0.18037,2.77366,5.976
Belize,2016,0.45569,0.68655,0.87616,0.51231,0.23684,0.10771,3.08039,5.956
Japan,2016,0.91491,1.06054,1.38007,0.46761,0.10224,0.18985,1.80584,5.921
Kazakhstan,2016,0.57386,0.95544,1.22943,0.4052,0.15011,0.11132,2.49325,5.919
Moldova,2016,0.52309,0.83132,0.69177,0.25202,0.19997,0.01903,3.38007,5.897
Russia,2016,0.58991,1.05261,1.23228,0.32682,0.02736,0.03586,2.59115,5.856
Poland,2016,0.69058,1.04685,1.24585,0.4519,0.14443,0.055,2.20035,5.835
South Korea,2016,0.88645,0.72194,1.35948,0.25168,0.18824,0.07716,2.35015,5.835
Bolivia,2016,0.4697,0.83779,0.79422,0.50961,0.21698,0.07746,2.91635,5.822
Lithuania,2016,0.64674,1.06411,1.2692,0.18929,0.02025,0.0182,2.60525,5.813
Belarus,2016,0.63104,1.04993,1.13062,0.29091,0.13942,0.17457,2.38582,5.802
North Cyprus,2016,0.84142,0.81826,1.31141,0.43596,0.26322,0.16578,1.93447,5.771
Slovenia,2016,0.79151,1.05613,1.29947,0.53164,0.25738,0.03635,1.79522,5.768
Peru,2016,0.62994,0.81255,0.99602,0.37502,0.14527,0.05292,2.73117,5.743
Turkmenistan,2016,0.44006,1.03817,1.08017,0.37408,0.22567,0.28467,2.21489,5.658
Mauritius,2016,0.66189,0.75695,1.14372,0.46145,0.36951,0.05203,2.20223,5.648
Libya,2016,0.52304,0.95076,1.06688,0.40672,0.17087,0.10339,2.39374,5.615
Latvia,2016,0.63952,0.95025,1.21788,0.27996,0.17445,0.0889,2.20859,5.56
Cyprus,2016,0.8488,0.70697,1.31857,0.29507,0.27906,0.05228,2.04497,5.546
Paraguay,2016,0.58295,1.11111,0.89373,0.46235,0.25296,0.07396,2.16091,5.538
Romania,2016,0.67602,0.72803,1.1697,0.36712,0.12889,0.00679,2.45184,5.528
Estonia,2016,0.68098,1.05163,1.27964,0.41511,0.08423,0.18519,1.81985,5.517
Jamaica,2016,0.59469,0.96372,0.89333,0.43597,0.22245,0.04294,2.35682,5.51
Croatia,2016,0.70524,0.60809,1.18649,0.23907,0.18434,0.04002,2.52462,5.488
Hong Kong,2016,0.95277,0.87021,1.5107,0.48079,0.40097,0.31647,0.92614,5.458
Somalia,2016,0.11466,0.33613,0,0.56778,0.27225,0.3118,3.83772,5.44
Kosovo,2016,0.54,0.66062,0.90145,0.14396,0.27992,0.06547,2.80998,5.401
Turkey,2016,0.64718,0.87717,1.16492,0.23889,0.04707,0.12348,2.29074,5.389
Indonesia,2016,0.49374,0.87625,0.95104,0.39237,0.56521,0.00322,2.03171,5.314
Jordan,2016,0.60712,0.86216,0.99673,0.36023,0.14262,0.13297,2.20142,5.303
Azerbaijan,2016,0.54504,0.76042,1.12373,0.35327,0.0564,0.17914,2.2735,5.291
Philippines,2016,0.47036,0.87877,0.81217,0.54854,0.21674,0.11757,2.23484,5.279
China,2016,0.73561,0.79381,1.0278,0.44012,0.04959,0.02745,2.17087,5.245
Bhutan,2016,0.49759,0.90836,0.8527,0.46074,0.48546,0.1616,1.82916,5.196
Kyrgyzstan,2016,0.55449,0.95434,0.56044,0.40212,0.38432,0.04762,2.28136,5.185
Serbia,2016,0.6458,0.81329,1.03437,0.15718,0.20737,0.04339,2.27539,5.177
Bosnia and Herzegovina,2016,0.70766,0.64367,0.93383,0.09511,0.29889,0,2.48406,5.163
Montenegro,2016,0.63533,0.74173,1.07838,0.15111,0.17191,0.12721,2.25531,5.161
Dominican Republic,2016,0.57669,0.99496,1.02787,0.52259,0.21286,0.12372,1.69626,5.155
Morocco,2016,0.59471,0.38595,0.84058,0.25646,0.04053,0.08404,2.94891,5.151
Hungary,2016,0.67608,0.93164,1.24142,0.1977,0.099,0.04472,1.95473,5.145
Pakistan,2016,0.40306,0.26135,0.68816,0.14622,0.31185,0.1388,3.18286,5.132
Lebanon,2016,0.76171,0.64184,1.12268,0.26228,0.23693,0.03061,2.07339,5.129
Portugal,2016,0.79363,0.94367,1.27607,0.44727,0.11691,0.01521,1.53015,5.123
Macedonia,2016,0.64738,0.78236,1.0193,0.27668,0.23507,0.07047,2.08947,5.121
Vietnam,2016,0.66157,0.79117,0.74037,0.55954,0.25075,0.11556,1.9418,5.061
Somaliland Region,2016,0.33108,0.75862,0.25558,0.3913,0.51479,0.36794,2.43801,5.057
Tunisia,2016,0.59577,0.43165,0.97724,0.23553,0.03936,0.0817,2.68413,5.045
Greece,2016,0.80029,0.75473,1.24886,0.05822,0,0.04127,2.12944,5.033
Tajikistan,2016,0.53119,0.75602,0.48835,0.43408,0.25998,0.13509,2.39106,4.996
Mongolia,2016,0.55469,1.08983,0.98853,0.35972,0.34539,0.03285,1.53586,4.907
Laos,2016,0.38291,0.5497,0.68042,0.52168,0.43079,0.22423,2.08637,4.876
Nigeria,2016,0.05108,0.64498,0.75216,0.27854,0.23219,0.0305,2.88586,4.875
Honduras,2016,0.58383,0.75596,0.69429,0.26755,0.2044,0.06906,2.29551,4.871
Iran,2016,0.64232,0.38857,1.11758,0.22544,0.38538,0.0557,1.99817,4.813
Zambia,2016,0.23573,0.6376,0.61202,0.42662,0.17866,0.11479,2.58991,4.795
Nepal,2016,0.50073,0.69699,0.44626,0.37012,0.3816,0.07008,2.32694,4.793
Palestinian Territories,2016,0.56844,0.71629,0.67024,0.17744,0.11154,0.10613,2.40364,4.754
Albania,2016,0.73007,0.50163,0.9553,0.31866,0.1684,0.05301,1.92816,4.655
Bangladesh,2016,0.52989,0.24749,0.54177,0.39778,0.19132,0.12583,2.60904,4.643
Sierra Leone,2016,0,0.628,0.36485,0.30685,0.23897,0.08196,3.01402,4.635
Iraq,2016,0.51076,0.59205,1.07474,0.24856,0.19589,0.13636,1.81657,4.575
Namibia,2016,0.34745,0.70362,0.93287,0.48614,0.07795,0.10398,1.92198,4.574
Cameroon,2016,0.12698,0.62542,0.52497,0.42736,0.2268,0.06126,2.5198,4.513
Ethiopia,2016,0.34578,0.37932,0.29283,0.36703,0.29522,0.1717,2.65614,4.508
South Africa,2016,0.18611,0.96053,1.02416,0.42483,0.13656,0.08415,1.64227,4.459
Sri Lanka,2016,0.62007,0.84783,0.97318,0.50817,0.46978,0.07964,0.91681,4.415
India,2016,0.45091,0.29247,0.74036,0.40285,0.25028,0.08722,2.18032,4.404
Myanmar,2016,0.3988,0.69981,0.34112,0.42692,0.81971,0.20243,1.50655,4.395
Egypt,2016,0.52116,0.49813,0.95395,0.18847,0.12706,0.10393,1.96895,4.362
Armenia,2016,0.64083,0.62477,0.86086,0.14037,0.07793,0.03616,1.97864,4.36
Kenya,2016,0.30147,0.7624,0.52267,0.40576,0.41328,0.06686,1.88326,4.356
Ukraine,2016,0.58628,1.01413,0.87287,0.12859,0.20363,0.01829,1.50066,4.324
Ghana,2016,0.29681,0.49353,0.63107,0.40973,0.21203,0.0326,2.2002,4.276
Congo (Kinshasa),2016,0.188,0.80676,0.05661,0.15602,0.25458,0.06075,2.74924,4.272
Georgia,2016,0.64035,0.19249,0.83792,0.32461,0.06786,0.3188,1.87031,4.252
Congo (Brazzaville),2016,0.28212,0.47799,0.77109,0.37938,0.12077,0.09753,2.10681,4.236
Senegal,2016,0.40457,0.77416,0.44314,0.31056,0.19103,0.11681,1.97861,4.219
Bulgaria,2016,0.67806,0.92542,1.11306,0.21219,0.12793,0.00615,1.15377,4.217
Mauritania,2016,0.28639,0.84142,0.61391,0.1268,0.22686,0.17955,1.9263,4.201
Zimbabwe,2016,0.1595,0.71478,0.35041,0.25429,0.18503,0.08582,2.4427,4.193
Malawi,2016,0.29364,0.147,0.08709,0.4143,0.30968,0.07564,2.82859,4.156
Sudan,2016,0.29759,0.81928,0.63069,0,0.18077,0.10039,2.10995,4.139
Gabon,2016,0.3494,0.72368,1.15851,0.28098,0.06244,0.09314,1.45332,4.121
Mali,2016,0.16347,0.86333,0.31292,0.27544,0.21064,0.13647,2.11087,4.073
Haiti,2016,0.27494,0.29561,0.34097,0.12072,0.47958,0.14476,2.37116,4.028
Botswana,2016,0.34752,0.89186,1.09426,0.44089,0.12425,0.10769,0.96741,3.974
Comoros,2016,0.29981,0.60323,0.27509,0.15412,0.1827,0.18437,2.25632,3.956
Ivory Coast,2016,0.04476,0.57576,0.55507,0.40663,0.20338,0.1553,1.97478,3.916
Cambodia,2016,0.42494,0.5375,0.55604,0.58852,0.40339,0.08092,1.31573,3.907
Angola,2016,0.04991,0.66366,0.84731,0.00589,0.12071,0.08434,2.09459,3.866
Niger,2016,0.26162,0.6053,0.1327,0.38041,0.2097,0.17176,2.09469,3.856
South Sudan,2016,0.15781,0.18519,0.39394,0.19662,0.25899,0.13015,2.50929,3.832
Chad,2016,0.03824,0.63178,0.42214,0.12807,0.18667,0.04952,2.30637,3.763
Burkina Faso,2016,0.21297,0.63054,0.31995,0.3337,0.24353,0.12533,1.87319,3.739
Uganda,2016,0.19625,0.90981,0.34719,0.43653,0.27102,0.06442,1.51416,3.739
Yemen,2016,0.31048,0.47493,0.57939,0.2287,0.09821,0.05892,1.97295,3.724
Madagascar,2016,0.37109,0.46115,0.27954,0.13684,0.2204,0.07506,2.15075,3.695
Tanzania,2016,0.357,0.77623,0.47155,0.3176,0.31472,0.05099,1.37769,3.666
Liberia,2016,0.23165,0.50353,0.10706,0.25748,0.24063,0.04852,2.23284,3.622
Guinea,2016,0.18829,0.3109,0.22415,0.30953,0.29914,0.1192,2.15604,3.607
Rwanda,2016,0.31865,0.61586,0.32846,0.5432,0.23552,0.50521,0.96819,3.515
Benin,2016,0.21028,0.10419,0.39499,0.39747,0.2018,0.06681,2.10812,3.484
Afghanistan,2016,0.17344,0.11037,0.38227,0.1643,0.31268,0.07112,2.14558,3.36
Togo,2016,0.24811,0,0.28123,0.34678,0.17517,0.11587,2.1354,3.303
Syria,2016,0.62994,0.14866,0.74719,0.06912,0.48397,0.17233,0.81789,3.069
Burundi,2016,0.15747,0.23442,0.06831,0.0432,0.2029,0.09419,2.10404,2.905
